,text,label_orig
353,"Take it easy with me, please   Touch me gently like a summer evening breeze   Take your time, make it slow   Andante, Andante   Just let the feeling grow      Make your fingers soft and light   Let your body be the velvet of the night   Touch my soul, you know how   Andante, Andante   Go slowly with me now      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      There's a shimmer in your eyes   Like the feeling of a thousand butterflies   Please don't talk, go on, play   Andante, Andante   And let me float away      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down   Andante, Andante   Oh please don't let me down  i felt a thrill in my body we were num1 seconds from the opening of organization1 i had to wait num2 minutes to go on space mountain i wish i couldve cut all the people in line but i knew i had to wait when i got off i knew that it was so worth it a the end of the day i to go on one more ride again i had to wait num3 minutes to go on the ride showed boring history of caps1 then at the end it gave us a screen and we picked the future and showed a funny cartoon with our faces on it",17
354,"Take it easy with me, please   Touch me gently like a summer evening breeze   Take your time, make it slow   Andante, Andante   Just let the feeling grow      Make your fingers soft and light   Let your body be the velvet of the night   Touch my soul, you know how   Andante, Andante   Go slowly with me now      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      There's a shimmer in your eyes   Like the feeling of a thousand butterflies   Please don't talk, go on, play   Andante, Andante   And let me float away      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down   Andante, Andante   Oh please don't let me down  a time i was patient was when my and i were driving to florida it took about one and a half days to arrive then it took us six hours to get to location2 my uncle person1 his wife and his four boy went also they had rented a house for us to stay with them on date1 which was the after we got their we went to location1 to see my grandpas sister person2 that took us about an hour and thirty minutes because we got lost the last time we went to florida was to see my cousin caps1 get caps2 no his little sister was getting caps2 i couldnt wait to see them the wedding was caps3 i couldnt understand it so i waited for it to get over after the wedding we went back to my aunts house on date2 we went to the market and it was huge it took us an hour to look at the whole thing i wanted to leave at stand fifty five but i had to by something for my mom and dad so again i waited patiently for us to leave on date3 we left to go home we got here around num1 in the time1 i was so tired i almost fell asleep on the floor so the whole ride their and back i waited patiently",19
355,"Oh, my love it makes me sad.   Why did things turn out so bad?   Was it just a dream, everything we did, everything we had?      Baby, give me one more   Dance while the music still goes on   Don't think about tomorrow   Dance and forget our time is gone   Tonight's a night we borrow.   Let's make it a memory, a night of our own   A thing to remember when we're all alone   So dance, it's our way to say goodbye      Yes, all we have to do is   Dance while the music still goes on   This is no time for crying   Dance, don't you hear them play our song   God knows that we've been trying   But we didn't make it 'cause nothing's the same   We just couldn't help it, nobody's to blame   So dance while the music still goes on   And let it be our last goodbye      Yet it seems to make me sad.   Why did things turn out so bad?   Was is just a dream, everything we did, everything we had?      Baby, give me one last   Dance while the music still goes on   Just like the night I met you   Dance and believe me, when you're gone   You know I won't forget you   Our love was a snowbird, it's flying away   You tell me it's over, what more can I say?   So dance while the music still goes on   It's gonna be our last goodbye      Dance while the music still goes on   Don't think about tomorrow   Dance and forget our time is gone   Tonight's a night we borrow.   Let's make it a memory, a night of our own   A thing to remember when we're all alone   So dance while the music still goes on   And let it be our last goodbye      Dance while the music still goes on   This is no time for crying   Dance, don't you hear them play our song   God knows that we've been trying   Dance while the music still goes on   Just like the night I met you   Dance and believe me, when you're gone   You know I won't forget you      (fade)  i was on the farm waiting for my dad to get home so i could ride my for wheeler then later that night he called me saying he will be later than i was expecting he came home three hours later that meant i had to ride my four wheeler tomorrow because nobody was home exept for my grandma my dad dont want me to ride my four wheeler when my dad or my uncle person1 is not their at that point i was inpatient the next day my dad called me saying he had to work late again so i could not ride again i was impatient even more but then my uncle person1 showed up and i asked him if i could ride my four wheeler and he told me i could if my dad said it was caps1 so i called my dad and he said it was caps1 if my uncle person1 said it was fine with him then i could ride my four wheeler and i was not impatient anymore",19
356,"You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen      Friday night and the lights are low   Looking out for the place to go   Where they play the right music, getting in the swing   You come in to look for a king   Anybody could be that guy   Night is young and the music's high   With a bit of rock music, everything is fine   You're in the mood for a dance   And when you get the chance      You are the Dancing Queen, young and sweet, only seventeen   Dancing Queen, feel the beat from the tambourine   You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen      You're a teaser, you turn 'em on   Leave them burning and then you're gone   Looking out for another, anyone will do   You're in the mood for a dance   And when you get the chance      You are the Dancing Queen, young and sweet, only seventeen   Dancing Queen, feel the beat from the tambourine   You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen  i think that my coach is patient because there are num1 girls she is watching she has to teach us stuff that we dont know our coach has in teach us stuff like the caps1 play and teach us how to do moves like cross she us to run fast she has to be patient with the slower kids that cant ran as fast our coach had to be patient when she was handing out because we all had to try them all and it for a little of her time so she had to be patient",19
357,"Making somebody happy is a question of give and take   You can learn how to show it so come on, give yourself a break   Every smile and every little touch   Don't you know that they mean so much   Sweet sweet kisses so tender   Always will return to sender      Like a bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang   Love is a tune you hum-de-hum-hum   So give it away, I think you'll learn   You'll get love in return   So bang, a boom-a-boomerang is love   A boom-a-boomerang is love      Love is always around and you can look for it anywhere   When you feel that you've found it my advice is to take good care   Never use it as a selfish tool   Never ever be such a fool   Every feeling you're showing   Is a boomerang you're throwing      Yes a bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang   Love is a tune you hum-de-hum-hum   So give it away, I think you'll learn   You'll get love in return   So bang, a boom-a-boomerang is love      And if you're warm and tender   I'll kiss you, return to sender   Please surrender      Bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang is love   A boom-a-boomerang is love  when i was pashit i was doing my math caps1 i cold it out the date1 my ant did it caps2 me at all i caps3 quit at that but this time i was pashit and caps4 and i caps5 it",8
358,"You're so hot, teasing me   So you're blue but I can't take a chance on a chick like you   That's something I couldn't do   There's that look in your eyes   I can read in your face that your feelings are driving you wild   Ah, but girl you're only a child      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby   Flirt a little maybe   Does your mother know that you're out?      Take it easy (take it easy)   Better slow down girl   That's no way to go   Does your mother know?      Take it easy (take it easy)   Try to cool it girl   Take it nice and slow   Does your mother know?      I can see what you want   But you seem pretty young to be searching for that kind of fun   So maybe I'm not the one   Now you're so cute, I like your style   And I know what you mean when you give me a flash of that smile (smile)   But girl you're only a child      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby   Flirt a little maybe   Does your mother know that you're out?      Take it easy (take it easy)   Better slow down girl   That's no way to go   Does your mother know?      Take it easy (take it easy)   Try to cool it girl   Take it nice and slow   Does your mother know?      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby      Flirt a little maybe   Does your mother know that you're out?  when i was patient i was patient once or twice one time was when i had to use the phone but my mom was on it so i waited an hour and a half to use the phone another time was when i wanted to go to organization1 to get some pop so i was patient while my mom got everybody ready to go to organization1",9
359,"You're so hot, teasing me   So you're blue but I can't take a chance on a chick like you   That's something I couldn't do   There's that look in your eyes   I can read in your face that your feelings are driving you wild   Ah, but girl you're only a child      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby   Flirt a little maybe   Does your mother know that you're out?      Take it easy (take it easy)   Better slow down girl   That's no way to go   Does your mother know?      Take it easy (take it easy)   Try to cool it girl   Take it nice and slow   Does your mother know?      I can see what you want   But you seem pretty young to be searching for that kind of fun   So maybe I'm not the one   Now you're so cute, I like your style   And I know what you mean when you give me a flash of that smile (smile)   But girl you're only a child      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby   Flirt a little maybe   Does your mother know that you're out?      Take it easy (take it easy)   Better slow down girl   That's no way to go   Does your mother know?      Take it easy (take it easy)   Try to cool it girl   Take it nice and slow   Does your mother know?      Well I can dance with you honey   If you think it's funny   Does your mother know that you're out?   And I can chat with you baby      Flirt a little maybe   Does your mother know that you're out?  one day in the caps1 i had to sit for two hours cause i had to come for taking out my stitches and there a lot of people we stay there a very long time cause there were only num1 docters and this lady took so long so it was my turn to go in but i was that if hurts but then he was doing and it didnt hurt for nothing and then i went home",15
360,"I'll never know why I had to go   Why I had to put up such a lousy rotten show   Boy, I was tough, packing all my stuff   Saying I don't need you anymore, I've had enough   And now, look at me standing here again 'cause I found out that   Ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma my life is here   Gotta have you near      As good as new, my love for you   And keeping it that way is my intention   As good as new and growing too   Yes, I think it's taking on a new dimension   It's as good as new, my love for you   Just like it used to be and even better   As good as new, thank God it's true   Darling, we were always meant to stay together      Feel like a creep, never felt so cheap   Never had a notion that my love could be so deep   How could I make such a dumb mistake   Now I know I'm not entitled to another break   But please, baby, I beg you to forgive 'cause I found out that   Ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma my life is here   Gotta get you near      I thought that our love was at an end but here I am again      As good as new, my love for you   And keeping it that way is my intention   As good as new and growing too   Yes, I think it's taking on a new dimension   It's as good as new, my love for you   Just like it used to be and even better   As good as new, thank God it's true   Darling, we were always meant to stay together      Yes the love I have for you feels as good as new   Darling, we were always meant to stay together  person1 is waiting patient when the class is talking i the class closet at ping she will third time until they stop talking or quiet when they quiet down she would continue teaching then person1 is talking we should be waiting patient and untill she is down talking to us that is how person1 be patient",5
361,"I can hear how you work, practising hard   Playing night and day, wo-oh   And it sounds better now, yes you improve   Everytime you play, wo-oh   But it's bad   You're so sad   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling fiddle      But I think, you don't know that I exist   I'm the quiet kind, wo-oh   From the day when I first listened to you   You've been on my mind, wo-oh   You don't care   It's not fair   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling find  my moms in the hospital my mom was in the hospital she was getting a life surgery this is a story of a time i was of a time i was patient my mom didnt feel good for two years and when she whent to the doctors for a cheak up it turned out she had heart num1 main block ages so i had to wait while she was getting it took two hours which felt like forever then i got to see her for five minutes then she had to be taken to the surgery room the surgery took five hours i sat in the waiting room after school i did my homework and read i was very worried about my mom but then the doctor comes in and says no one can see her for a whole day i had to be patient and wait till the next day that was the time i had patients and it payed off",28
362,"Changing, moving in a circle   I can see your face in all of my dreams   Smiling, laughing from the shadows   When I hear your voice, I know what it means   I know it doesn't matter just how hard I try   You're all the reason for my life      Disillusion, disillusion's all you left for me   How can I forget you when my world is breaking down   You're all I had, you're all I want   Disillusion, disillusions, now that's all I have      Wishing, hoping, chasing shadows   Did I see your face somewhere in the crowd   Thinking, wondering what you're doing   I can't stop myself from crying out loud   They say my wound will heal and only leave a scar   But then, they never shared our love      Disillusion, disillusion's all you left for me   How can I forget you when my world is breaking down   You're all I had, you're all I want   Disillusion, disillusions, now that's all I have      Disillusion, disillusions, now that's all I have  i was patient wen i saw a huge bass jump out from at my cottage i waited and ate break fast and then went fishing my little brother wanted to go fishing too so i was patient enough to wait for him to get a new bait tie it and come out so we get out front and he a small bass so i it and brought him over to show mum and dad wat he had caught but little did i realize that a huge num1 pound bass was rooming around out there so as soon as i got out there first cast caps1 a huge bass take my at first i thought i caught a but wen i saw that num1 pound bass with my bait in its mouth i shaking with when i showed that fish to my dad he about fainted and the same with me my mom and my little brother and right now that fish is at the tax",28
363,"I can hear how you work, practising hard   Playing night and day, wo-oh   And it sounds better now, yes you improve   Everytime you play, wo-oh   But it's bad   You're so sad   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling fiddle      But I think, you don't know that I exist   I'm the quiet kind, wo-oh   From the day when I first listened to you   You've been on my mind, wo-oh   You don't care   It's not fair   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling find  a time i was patience was one time we were caps4 the store and i was caps2 excited to go to the toys section caps1 we were goin to have go to the grocerys first said mom i was really mad and mom said be the quicker we do this the faster well get to the toys caps2 we are caps3 done with the grocery and then we have to go to the clothes section i was really really mad mom said the quicker we do this the fast we get to the toys caps3 i had to try on clothes i hate try i on clothes i said then i was caps2 excited because we go to go to the toys selection i was caps2 happy i looked an look an then mom said i could pick out a toy caps4 was caps2 hard to choose i didnt what to pick till i saw a cool truck caps4 had big tries caps4 had and caps4 was green i asked and please please an mom caps5 u can get i was caps2 happy and that was a time i was",21
364,"Take it easy with me, please   Touch me gently like a summer evening breeze   Take your time, make it slow   Andante, Andante   Just let the feeling grow      Make your fingers soft and light   Let your body be the velvet of the night   Touch my soul, you know how   Andante, Andante   Go slowly with me now      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      There's a shimmer in your eyes   Like the feeling of a thousand butterflies   Please don't talk, go on, play   Andante, Andante   And let me float away      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down   Andante, Andante   Oh please don't let me down  a long wait caps1 only four at the time i had moved to location4 yes moved to location2 location4 from location1 caps2 quite a long way down south for me but i was a young little girl who didnt care too too much so i lived in location4 went to made friends moved into a new house and so on until i was seven that is when i found out that we were moving again back to location3 well now i wasnt four anymore i had a lot of amazing friends here in particular two of them and now i would have to start all over again i didnt hate the idea but i didnt love it either of course it didnt exactly matter we were moving anyway and i knew from the beginning that i would easily have fun and make new friends the only thing i didnt want to leave behind were the old friends memories and all the other stuff i loved about this place so i took along my memories promised to keep in touch with friends and then moved was different but good there were plenty of changes to to but it was pretty easy overall i made plenty of new friends with which i now hang out with everyday ive slipped into life here like you into bed every night what i do is fun and feels like normal i have now been living here for four years i have been letters events and memories with friends down in location4 and friends here all this time but even so i long to go back down for a visit i have been patiently waiting for it to happen now i think that patience is paying off because i finally get to visit this year my only difficult has been that i dont get to see everyone but not for long i see all my friends here all the time and now ill get to see my older friends too for me i cant wait for years of waiting has me with an opportunity",28
365,"Take it easy with me, please   Touch me gently like a summer evening breeze   Take your time, make it slow   Andante, Andante   Just let the feeling grow      Make your fingers soft and light   Let your body be the velvet of the night   Touch my soul, you know how   Andante, Andante   Go slowly with me now      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      There's a shimmer in your eyes   Like the feeling of a thousand butterflies   Please don't talk, go on, play   Andante, Andante   And let me float away      I'm your music   (I am your music and I am your song)   I'm your song   (I am your music and I am your song)   Play me time and time again and make me strong   (Play me again 'cause you're making me strong)   Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down      Make me sing, make me sound   (You make me sing and you make me)   Andante, Andante   Tread lightly on my ground   Andante, Andante   Oh please don't let me down   Andante, Andante   Oh please don't let me down  patient is like your waiting for something and you don't complain its taking to long and your just sitting there waiting quietly here is an example one time i was waiting to go get a check up at the docters and your sitting there quiet reading a magazine and just sitting there theres an example on being patient",6
366,"Agnetha We're not the stars of a Hollywood movie   So what's the use to pretend   I'm not so charming and you're not so groovy   You've got to face it my friend      Agnetha, Frida Dreamworld, you've been living in a dreamworld   Trust me, you just can't escape from reality   Boy meets girl, doesn't mean they're in a dreamworld   Here I am, here you are,      We're gonna make it together   And within, it's a fuss   So we can only get better   Agnetha When you reach up and you say to me      How I love you, girl   When I hold you, baby, can't you see   That's the way we whirl   You had your hopes and your high expectations      Somehow it doesn't seem right   I'm getting fed-up with your acquisitions   I'm not your angel in white   Agnetha, Frida Dreamworld, you've been living in a dreamworld      Trust me, you just can't escape from reality   Boy meets girl, doesn't mean they're in a dreamworld   Here I am, here you are,   We're gonna make it together      And within, it's a fuss   So we can only get better   Agnetha When you reach up and you say to me   How I love you, girl      When I hold you, baby, can't you see   That's the way we whirl   Agnetha, Frida Dreamworld, you've been living in a dreamworld   Trust me, you just can't escape from reality      Boy meets girl, doesn't mean they're in a dreamworld   Here I am, here you are,   We're gonna make it together   And within, it's a fuss      So we can only get better  a little bit of patience do you have patience or know some one who does well thats what i am going to be talking about in my own way once there was a little girl that was very and wanted what she wanted there was something about her that nobody knew about she had patience everybody always about her there was something special about her one day her and her family was going out and she couldnt wait but you know what she had patience also she wanted to go get something from the store location1 she wasnt like other children couldnt wait and always bother her parents she just sat patiently when they left they went to caps1 but they were rich so they went to caps2s too she couldnt wait to leave but you know what got her patience in the store and get that pacific thing she wanted when they got in the store she finally got what she wanted it was just lips glass five of jeans and shirts to go with it she was nearly to go then her mom and dad started looking around but she had patience when they got home she was so tired and she went up to her room and went to sleep and they lived patiently ever after i made this story to say we have to be patient and wait thats how and problems happen and this little girl got every thing she wanted one thing she had patience",19
367,"Oh, my love it makes me sad.   Why did things turn out so bad?   Was it just a dream, everything we did, everything we had?      Baby, give me one more   Dance while the music still goes on   Don't think about tomorrow   Dance and forget our time is gone   Tonight's a night we borrow.   Let's make it a memory, a night of our own   A thing to remember when we're all alone   So dance, it's our way to say goodbye      Yes, all we have to do is   Dance while the music still goes on   This is no time for crying   Dance, don't you hear them play our song   God knows that we've been trying   But we didn't make it 'cause nothing's the same   We just couldn't help it, nobody's to blame   So dance while the music still goes on   And let it be our last goodbye      Yet it seems to make me sad.   Why did things turn out so bad?   Was is just a dream, everything we did, everything we had?      Baby, give me one last   Dance while the music still goes on   Just like the night I met you   Dance and believe me, when you're gone   You know I won't forget you   Our love was a snowbird, it's flying away   You tell me it's over, what more can I say?   So dance while the music still goes on   It's gonna be our last goodbye      Dance while the music still goes on   Don't think about tomorrow   Dance and forget our time is gone   Tonight's a night we borrow.   Let's make it a memory, a night of our own   A thing to remember when we're all alone   So dance while the music still goes on   And let it be our last goodbye      Dance while the music still goes on   This is no time for crying   Dance, don't you hear them play our song   God knows that we've been trying   Dance while the music still goes on   Just like the night I met you   Dance and believe me, when you're gone   You know I won't forget you      (fade)  one day at the fair i was patient i wanted to ride the bumper cars so i got in line there where about num1 people in front of me so i knew i had to be patient so i waited in line until it was my turn they let num2 people in at a time so it took a while for me to get my turn then it was my turn i wanted to go with my friends so we let some people got in front of us then after num3 minutes it was our turn we picked our car and had some fun that's a time when i was patient",19
368,"I can hear how you work, practising hard   Playing night and day, wo-oh   And it sounds better now, yes you improve   Everytime you play, wo-oh   But it's bad   You're so sad   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling fiddle      But I think, you don't know that I exist   I'm the quiet kind, wo-oh   From the day when I first listened to you   You've been on my mind, wo-oh   You don't care   It's not fair   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling find  do you have patience well if you she a your like we but i now in guy that patience his name is caps1 m caps1 m the of patience what helps him a lot is he about talk much much like one time we were at but and we were in a line for three hours caps2 care though he was just giant one we were outside playing and we made a whole live got five times but didn't complain about how bad caps4 hurt i have some patience but not is much as caps2 but caps2 isn't when heh he has no patience and i have in file a why the one time caps2 showed the must patience was his moms car broke down in the of and caps4 was out so the car was cold caps4 took nine hours for a four get struck and that threw his mom over the but not him until when he got finally but had a nice mean person1 them out and they went to organization1 lets to get food caps2 has the most patience i've ever seem someone have",16
369,"You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen      Friday night and the lights are low   Looking out for the place to go   Where they play the right music, getting in the swing   You come in to look for a king   Anybody could be that guy   Night is young and the music's high   With a bit of rock music, everything is fine   You're in the mood for a dance   And when you get the chance      You are the Dancing Queen, young and sweet, only seventeen   Dancing Queen, feel the beat from the tambourine   You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen      You're a teaser, you turn 'em on   Leave them burning and then you're gone   Looking out for another, anyone will do   You're in the mood for a dance   And when you get the chance      You are the Dancing Queen, young and sweet, only seventeen   Dancing Queen, feel the beat from the tambourine   You can dance, you can jive, having the time of your life   See that girl, watch that scene, diggin' the Dancing Queen  this a story about a time when i was patient it was the num1 date1 we were on the plane about to go on a cruise when we got to the ship i was so excited i was thinking how much fun i was gonna have think what my room would look like and going to all these cool new places so we got on the dock and there wa a line and i was patient an waited to get on caps1 there was another line to check your passport so i was patient and waited caps1 there was another line it was to get our room keys but i was patient and waited again and just stood there for a little bit and it was done but wait you would never guess there was another line so like all the other lines i stood there on my ipod listening to music they my dad said ready i said ready for what another line he said no to look at your room and relax i was so excited finally we where done with the lines no more for a white so i open my door with my very special key that we had to wait in line for and looked at my room it was amazing but the bath room was a little small but it was great i was so happy to final done with the lines no more that is a time when i was patient",19
370,"I'll never know why I had to go   Why I had to put up such a lousy rotten show   Boy, I was tough, packing all my stuff   Saying I don't need you anymore, I've had enough   And now, look at me standing here again 'cause I found out that   Ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma my life is here   Gotta have you near      As good as new, my love for you   And keeping it that way is my intention   As good as new and growing too   Yes, I think it's taking on a new dimension   It's as good as new, my love for you   Just like it used to be and even better   As good as new, thank God it's true   Darling, we were always meant to stay together      Feel like a creep, never felt so cheap   Never had a notion that my love could be so deep   How could I make such a dumb mistake   Now I know I'm not entitled to another break   But please, baby, I beg you to forgive 'cause I found out that   Ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma ma my life is here   Gotta get you near      I thought that our love was at an end but here I am again      As good as new, my love for you   And keeping it that way is my intention   As good as new and growing too   Yes, I think it's taking on a new dimension   It's as good as new, my love for you   Just like it used to be and even better   As good as new, thank God it's true   Darling, we were always meant to stay together      Yes the love I have for you feels as good as new   Darling, we were always meant to stay together  when my brother my dad and my two cousins got out of the car from the num1 hour drive from location1 we knew would have a blast i looked up and saw a spectacular view roller caps1 i saw at cedar point the amusement park in the car we talked about the caps1 the maverick force num2 caps2 and the when i walked in i knew this way going to be fun right as we walked in we saw the caps2 but the line was huge and we decided to go a back later as the day goes on we go almost of the caps1 as we approach the caps4 we see at least num3 people in line so there goes our chance to go on the tallest ride when we arrive at the caps2 the line was bigger then the start of the day we and decide it's not getting any smaller and go on the ride about a later a num4 years guy is with his mom on the back of his shirt is a cool fish so my cousin asked him what it is he said it was a fish from location3 we ended up talking to them for half an hour until we got on the ride the ride was amazing and the wait this is how i was patient and waiting leads up to good things",24
371,"Making somebody happy is a question of give and take   You can learn how to show it so come on, give yourself a break   Every smile and every little touch   Don't you know that they mean so much   Sweet sweet kisses so tender   Always will return to sender      Like a bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang   Love is a tune you hum-de-hum-hum   So give it away, I think you'll learn   You'll get love in return   So bang, a boom-a-boomerang is love   A boom-a-boomerang is love      Love is always around and you can look for it anywhere   When you feel that you've found it my advice is to take good care   Never use it as a selfish tool   Never ever be such a fool   Every feeling you're showing   Is a boomerang you're throwing      Yes a bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang   Love is a tune you hum-de-hum-hum   So give it away, I think you'll learn   You'll get love in return   So bang, a boom-a-boomerang is love      And if you're warm and tender   I'll kiss you, return to sender   Please surrender      Bang, a boom-a-boomerang   Dum-be-dum-dum be-dum-be-dum-dum   Oh bang, a boom-a-boomerang is love   A boom-a-boomerang is love  every day i have this kid sit by me on the bus he is annoying every day but i listen to him anyway we usely a long but we about things sometime he tells out story about caps1 and hes not really my friend but he come one to talk to i think if i listen and talk to this kid is a god sent mission because he doesnt have many friends",15
372,"I can hear how you work, practising hard   Playing night and day, wo-oh   And it sounds better now, yes you improve   Everytime you play, wo-oh   But it's bad   You're so sad   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling fiddle      But I think, you don't know that I exist   I'm the quiet kind, wo-oh   From the day when I first listened to you   You've been on my mind, wo-oh   You don't care   It's not fair   And you're only smiling   When you play your violin      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time      Dumb dumb diddle, to be your fiddle   To be so near you and not just hear you   Dumb dumb diddle, to be your fiddle   I think then maybe you'd see me, baby   You'd be mine   And we'd be together all the time   Wish I was dumb dumb diddle, your darling find  one time when i was playing video games i was wating around the corner for a guy to walk around i wated for like num1 minutes then there he is i wated t kill he walk past boom that was the time i had patients",9
