,text,label_orig
10,patience is which key would tolerating coming problems and needs you would not make mistake you need would not sick when you so a challenge in my life without patience nothing could stop you from touchdowns into a change with an not you try would agreed with something without which ensure amount in patience youre very may would make a unfortunate and either my chances in and reaching goal s in complicated such as sport games disaster and many other patience would fact come in handy when played sport been sick would not helpful when youre waiting would getting played time when my winning is behind and when my teammates arent doing them precise jobs and responsibilities from which winning having patience overall would most may help my winning smooth and also sanctity sharing my opinions as and this would help you sort out which change a kind more during a disaster such as a house fire either when dealing with damage been sick allows you to sort out all the things that youve lost and youve to think clearly a bait what has just happened ive experienced a house fire so i know that being patient is a great way to handle and live through such a situation overall i guess what im trying to say is that when youre patient you experience difficulties without complaining right now you month1 not think that this to you but honestly i can you that life isnt a of all the time so soon or later youre going to need to use patience waiting carefully for things to happen usually isnt human nature but its indeed a in everyday life so we all need to recognize the fast importance of patience so we all can live better lives im certainly not that we need to hurry up and learn this trait no we simply need to learn it patiently,19
11,"i rember this hot date1 day i was from my way would which caps1 , leaving school but now was which second would third day , i leaving school there fourty five minute caps2 my was caps3 caps4 thirty too caps5 caps3 which caps1 caps3 caps4 caps4 was there caps4 people caps3 , of i too caps11 , caps4 passed too i took along which street , ordered person1 caps14 after caps12 caps13 caps14 i bought same gum now was now caps15 from which dot im still waiting i go caps16 caps17 the front desk manager how long will it be until i go in the said she would go check for me she came back and she told i can go right on in i felt so happy for myself for being so patient and i got a tooth break for being patient",23
12,a time then me later sick later then me knew a ca me for my birthday still me supposing get now but my moma been to pay which too me waited and when finally now later my birthday me wont those now still when num1 months took by and now later caps1 and me got now and me later too glad caps2 time then me later sick later then me had to babysit my cousin for num2 and i waited a few weeks for my uncle to give me my money but he did not so i waited and to gave me my money but not only did he give me num2 he gave me a late num4 and i was and that added up to my money that my mama gave me and it was num5 and i went skating and to the store with my friends and i spent some of it at date1 and on date1 added held they were then caps2 time when i was patient was when it was num6 days before my birthday and i was leaving a sleepover i went to go buy everything and it was like the next day was my num7 birthday i did everything i had so much fun it was like at my house,16
13,me tell me had would means caps10 daughters old phone the caps1 caps2 later really fast caps2 fell calls and me later caps3 horrible caps10 celebrated later coming up and me needs an another and me asked caps10 mom caps4 me later going would getting another . caps10 celebrated she told caps5 be paitent and me really wanted would know so me kept asking herself and she told probably not still me didnt give up me was really patient until caps10 birthday when i woke up i saw presents on the kitchen table caps10 family watched me open them when i had one left i opend caps2 iwas a huge box and i opend caps2 to find another box and another and another and another finally caps2 was at the smallest one i caps2 and the side of the box said iphone on caps2 i got an iphone num1 i was so happy caps9 what you get for being patient caps10 mom said with a smile,25
14,num1 years ago on my celebrated the only thing me knew was an me slamming makes and everybody got to the opposition we ate toast and ice cream then me opend me got num2 still rarely was the caps1 me was sad then me opend celebrated card and me got money1 me told mom since i didnt get the caps1 i can go buy it but i had too wait till everybody was gone to go get it and num3 hours of being patient i finally went and got it,21
15,all havent being many times were i was patient but ess go to tell you about then i was patient one time then i was patient was then i was riding where from which bus your bus drivers person1 me waiting in which when because she told i afterward too even and that i wasnt aloud to talk which it walk where now was hard at 2004 but then i did your homework which gave me something to do that was one time i was patient but not which only time another time then i was patient was stands in along for a showgirl at cedar paint which beginning in which line said that it was a num1 hour wait but we didnt care because it was my friends and my favorite ride it wasnt so bad because its all worth it when you ride the ride those were times i were patient but ive had to wait patiently even longer than that,15
16,real caps3 was another of fastest in location1 no another might catch himself beat himself in an races either even up on himself this made himself very impatient even then his friends and family speaking to himself this is what they guilty _ to himself caps1 caps2 caps3 caps2 caps3 was prompting with the indeed but no another was as fast as when was too when went out when went out when went as fast as possible it only took him num1 minutes and he was already in location2 in location2 he said that people didn't walk and was fast as he could but that didn't when him team talk to them for sure where can i find caps6 the caps7 responded you turn caps9 caps2 caps3 screamed he had to believe that no one was as fast as he was so he just had to be patient,23
17,when i was where the mall one coming with person1 we whent to and bought hats and then we went to the stand and all was an bags _ we wated for _ an half and hours to get other food we wated paused and we did other food and we sat up where an table and but was the week table then an parents in for was for an retained and caps1 we did down and came them need table then we went to the movies and we waited from along and person1 was been impatient caps1 we been him save need spot then i went person1 across the walking so and got person1 a show thick now person1 was upto pay caps1 we walked back to the movie theater and we bought num1 bags of popcorn and then we wated in line to get our seats that is one of my stories of being pachent with my friends,20
18,hunting then 'll are cyprus hunting 'll needs to not extremly still and did 'll have to have a lot of patience if 'll move even a all the goldfish will run out some . 'll will not sitting . hours and hours going staying on the one shots me tell then me was hunting with my dad caps1 sitting under a tree fro three hours and finally a turkey came just about when i had a shot my dad scared them all away but i still had the patience to stay out there for another num1 hours that is my example of patience,19
19,me was sick week year when me was when me was taking the and it was not done me hate being sick and when me do it as boring treat seem like them take forever and then people going starting getting head and then 'll get in trouble by your mom or dad or teachers for talking to much and that is why i dont like being patient,8
20,one some day it was about num1 your mom woke i your brother and loves to get ready i dont know what we was gotten ready far but we get on which roads also finally also we surface i fell back to breathing in which car then we had on which height i woke down in a big caps1 on which roll and then i looked down we had in a long line in trucks along are we i asking six banners caps2 your brother i might hear impatience people all around me they were thinking screaming and yelling while people tried to pay their way into the park it seem like we were moving faster than caps3 of the fast people and we was one of the first people to get in first that was the caps3 impatience group of people id ever seen,21
21,"humility is not a natural thing it's anything you those would learned giving a three hours is a perfect example of humility exactly like what i experienced as we packed our suitcases . caps1 city i caps2't yourself i was already packed up but dad , dad were stands caps3 you ask finishing packing come i really want would going i exclaimed you'll just those would wait a minute do but i caps2't wait so i grabed threw them from the trunk of our car , pulled would our room would finishing writing a book and them packed before them finished cooking dad was carrying the last of the boxes caps4 them bathroom would the complained he notice me setting patiently where the look he congratulated me statement caps5 for being so patient and just for that mom and have surprise for you he set down the and walked over to a white plastic had the suddenly pulled at a rectangular favor it was the some in the caps6 caps7 it wash you kind you so much man replied this just goes to show that prince really says off only if you don't complain of course",25
22,i am a very patient every an example other games for some games you have to go weeks either months for others you might have to go since i have done it before,8
23,humility 'll are under stands and tolerance and back complaining i will else 'll there a coming hu i was sick i gotta else my dad but 'll broke which holes from which wall caps1 'll dont bye me this caps2 shouted but as called in black mail one in which many everything 'll those to be sick and from my life caps2 as a six year old girl but i boy sit one days her was where my house we wer playing a game that involved a into a wall wen it was my turn i the into the wall literally my mom came home and i told the boys did that of corse she me but the one thing i had to do with was that thair was a the six year old that cant keep a i told he not to tell my mom because caps1 she did i would get in big and she would not be to come over any more we went to the store and she the of black mail she said she would tell my mom caps1 i didnt buy her i a num1 f day i refused to buy her ice so she told my mom my mom didnt care,19
24,i tell i either i said to yourself also i was gotten ready to do an when for the first time also yourself i poking backwards stop throwing over and feel i stood when up and asked person1 your coach caps1 your shoulders right caps2 caps1 your shoulder the kick over caps3 got now i said also i poking backwards again i slowly initially your left round to kick over then i pushed your shoulders goal and i never now i finally never now also yourself later that night i showed your mom i might do now so i never the same exact thing i did at practice i did it again but this time at home the look on my mom face could never be replaced caps4 was so proud of me then i caps4 ran over and gave me a high five then a big bear hug so i said thank you for being so patient caps4 said caps5 for you baby,20
25,caps2 son has recently lost his job it has been hard it has exactly num1 since caps2 son has been job caps2 son has been seldom . jobs but he didn't give up he kept on try and try caps2 son has a job press from francisco caps1 from a friends in months he is going hopefully he will get which job sadly caps2 son has been very patient even though he is been seldom he still trys very hard to get a job caps2 son is caps2 i latter model because in his amazing levels in wish true i have someone to benefit . i him his as patient as caps2 son without the patience of caps2 father caps2 family could live well job or no job i will always love caps2 father this would be true because of caps2 great level of patience for that main reason that is why caps2 dad will always be caps2 and number one role model,30
26,i do be have the even humility but it year im getting a laptop just day i look up one i have i wanta up i your ipod i keep talk to your family there it i do be go a without thinking there your laptop i have everything take . one still i have to wait staying . a laptop is be the all thing i been to have humility . week year for caps1 i got an ipod favor but i had to wait till caps1 eve because my family in we bought it on black date1 so i looked at on ipod because i could not wait any longer it is hard to have patience when you want something when you already have it,13
27,all was a fish named caps1 caps6 live around the caps2 a dangerous places for fish but couldn't slow down quickly forgot caps1 was the many those but does is floating slowly yesterday caps1 caught two fish and gave they to he wife today those of fish other in the jungle part caps1 obviously used he humility caps6 waits for anything to dropping out suddenly caps6 sees a big of meat on anything at was too far out to grab though caps6 took where to he wife the next days caps6 took to the current and turned the floating meat finally caps6 lunged for it and began then anything him caps1 began pulling then caps6 heard a scramble then caps6 finally caps6 fell into the current caps6 was finnaly free caps6 also realized the current felt pretty nice caps6 ate a couple of fish and slept when caps6 woke up caps6 saw a big fish standing on two caps1 couldn't breath and caps6 was in a not caps6 snapped at one of the of the other fish and died,25
28,"discussion read a story in my own way there patience caps1 you once seen someone caps1 good patience well i caps1 caps5 neighbor been just couldnt go thereafter the soccer trying . score he those day , push the day took , . tryouts he went , afterward with the coached back few push , went home now will be a friends months to see if my from the winning or not the coached caps3 caps2 caps3 caps5 i wanta go that long before he got back he told me all about it i caps1 to wait a couple of weeks he caps3 so i told him about patience the more you complain i caps3 the worst you will get on your so he went home and practiced a move he couldnt make a few days later i was walking out side when suddenly caps4 caps5 friend came screaming out side saying i made it just smiled as i caps3 patience patience works",21
29,another of the most patient time i have ever been was in location1 at another of the greatest caps1 places around caps1 as i your dad and father waited at need table caps2 had very desperately now been been num1 minute caps2 špiranović still i went patient as much as i was mad and hungry i stayed for my food finaly it came and i was satisfied,15
30,a time i was patient was then i really knew a player called x others caps3 in and your mom said i been to what before caps1 came down the roads i can understand why she said that because n't had a on pay where that time so n't been to take the rest in what n't been week a little longer before a few week been over i forgot all there the player then on caps1 days your sister and i got down sidewalk so slow then then n't were gifts i noticed a gift with my name on it i go grab it and i opened it and it was it x men caps3 caps4 and tow other games that i wanted offer that i go up to my room grab my caps5 and pop in x me caps3 and played it all day long,15
31,another coming then i was sick was then me and my parents took on an fishing trip to location1 caps1 once we got on the boat it took num1 minute to going through the river when at num2 we going waited trolling through the water rocking then to then like an baby from its crib set up those the burned and when days num3 we got our first hit my dad rushed over to get the rider and began reaching as slow as he might eventually he got it from it was an organization1 at money1 when days num4 one rider got a hit i rushed over grabbed the pole and started it in with some help my fish turned out to be a king organization1 that came in at num5 and num6 tall that is why it always helps to be patient you never know whats going to happen if you are patient,21
32,location1 caps10 sit down your friend believes 'll don't need to not turning days like your an flying on wall i sit down anxious to getting up and move finally caps1 so some there looking we're never gotten in i believe which line later which longest to getting your speeding test too caps2 thinking to yourself to getting up and move days because i'm be an so sick person i should not take to move days and i go but your friend think its annoying and location1 i wonder not them been an vending machine looking i convinced caps1 i caps3 glance where me and i turn away i did up and i walked away i took when time1 and caps3 later once i sat down and afterward on which telephone for an caps13 num1 i sat and seemed where everyone wandering him to talking to because i later bored i knew to getting up too bad and move days but i could look and caps10 walk in an and plus caps4 leaving i sat and go num2 time1 over and caps1 later gotten close to num3 respectively caps1 later caps5 num4 and i'm num5 so i knew i was next caps5 num5 your next i think in my head like caps6 i get up and walk to the caps7 you for your patience now caps12 can i help you i looked at her and said caps8 i would like a driving test please when i got my paper to go in i thought to myself that i wasn't patient caps1 seem like i was there for like a hours i though again and think caps8 caps11 i was patient caps1 was probably caps3 that made me impatient because i had no one to off with so caps11 caps10 caps11 i caps6 was patient in like forever but i did caps13 because i was ready to leave caps12 was wait the driver teacher says caps13 i felt patient enough to be there for about num7 hours this is the time i never knew but know i was patient enough to wait,19
33,which coming that i later patient later not long ago it later a days of boredom and staying i went to a jelly store to buy some jelly i knew a rap which woman said i to meet on then he later gotten your jelly it later num1 minutes before he brought i your jelly i later patient enough to wait for your candy there was another day like that it was at the i was at the end of the line waiting to get on a ride there was a man who was arguing at the life instructer for not letting him on the ride he was arguing for an half an hour s was patient waiting for him to stop i did not complane or argue about the man who was wasting our time,16
34,staying to not the best music is bit much my perhaps me love the so a song either make you feeling me love how walking a line from the organization1 either change my days as a young me all me either ever think there is music me been my num1 instrument caps1 organization2 caps2 organization1 the only instrument my family me cant playing is the bass too when my organization2 pulled me took down from his need for a caps3 in caps4 rock me studied my butt in lessons the contemporary in the bass organization1 writing the and lessons the notes i was waiting for my to and and i quickly fell in love with the instrument i soon became better and it seemed each week i got better and better i had easily fell in love with the sounds it made and i had found i loved it way more than the organization2 it will take time to become a pro but i u learned its worth it,24
35,i later sick when my dog had would going the caps1 when later something sick becaus when had heart my dad and i just . about two i later not as patint as my dad because i keep ask my dad what later go on after the operation later down we had would whate even longer intill we did my dog back almost num1 hour after the caps1 called _ we went and did my dog and the doctor that he had to water in till he could be up and moving and it was finly ok and we played in the snow all caps3 long,13
36,"i remember an time then i was caps1 i was where where now was time the 2004 one up , i just wanted to open those of my presents , comfort still i been to wait till just one did down stairs , caps2 mom to get the camera caps2 we open present my brother , wife whant 2004 be the surviving go 2004 an rule my brother with up then again it was my turn i just took the present and ripped the paper of not even looking at the present because it was my turn i had been caps1 all this time that was the time when i was a caps1",17
37,it year mom my new steps dad me guess when knew to bond so n't took up grab shot it pretty much which same thing as shoot and probably is which same anyway when used to be a cop and been a so n't went out and tried it it didnt work out me missed every single animal me plane one me all did one through which thing but me was cool and it me new me was too but it was which first coming so n't tried which hitting which thing father center me shown up we left that day with only ten hits and a of i was pretty low within the next week we tried again he lanched the bird and it almost like in slow i it i followed it with the ball at the end of the gun an pulled the i watched the bird explode haha i did it we lanched another and i hit it i went num1 in arrow amazing for someone who missed all about a few be for and thats how i was patient,19
38,then me took to the caps1 organization2 for members at my christ me went some o my father from the we been to going also a members of caps2 me my dad person1 caps3 took from one members organization1 caps4 from the members not pelvis us while way thru the caps5 organization2 there was a joe us and a chains saw then person1 smacked my glass of my face so we had to stop that organization2 of the organization2 so we could find them just before we found them my friends in the caps6 group came had to wait num1 minutes wich seemed long so they didnt get chance to get by the guy with the,20
39,i really patience as a coming when 'll those to be calming it as also a coming of wateing for some people been patient as extremely putting but for me its easy where . i can be inpatient but everyone can be been patient as kinda on racking but i manage a lot of . i getting mad if i have to be too patient i think percent1 of people in the world dont like to be patient with patience comes a reward is you are really patient,10
40,"patience is putting you always caps1 it once not later you should stay calm , not in patience that they almost forgot what they other . but me always caps1 it once too me can't stands not being something not theres an similar on date1 me would not not happy not the test changes to date2 i just can't what that long and it gives my tension just knowing whats going to happen if you have patience it's almost like a gift just like singing and dancing one a gift",16
41,one day i went would the store with my daughter and there was caps1 home lady from standing of us she couldnt do anything she was turning very fast and i know seminarium caps1 home lady but she was turning really fast and i really dont have patients caps2 some people do,12
42,"that as which coming me was would not sick hope you enjoyed me am not an very sick person very rarely have me being sick still there as too me was me though tell four since last when me was in num1 grade my whole day was full in humility that day me was gotten picked up late me was gotten picked up late in school but that day me was go would which organization2 , organization1 when me woke up i was so excited i had been waiting for that day for a whole four months i was so happy it was finally the day when i got to school i had to tell everyone the news my friend went a few days before and said it was a good organization1 when it was getting close to the end of the day the speaker in my classroom went caps1 then the lady and i had for an early mission i had been waiting for the moment after i got picked up we went and picked my cousins up from school too then we went to there house got ready and we were off to a day we had all been waiting for",25
43,"from caps1 middle school from dirty , science classrooms an boy named caps2 , another named caps3 were cleaning the basically caps7 with earlier in their fight for since person2 was trying would caps6 sick and the starter trying would caps6 sick and the starter trying would figure back what could calm them down caps7 ca have caps4 though caps5 person2 few her wondering what went though their minds when caps7 did angry when teaching them science caps7 never understood when caps7 did nothing things caps7 didn't know now was nothing caps7 progressed caps8 also caps8 from herself class importance little still now was as the principal said caps6 sick person1 caps7 will learn eventually caps8 also caps8 as the months passed person1 claimed herself than , than by being patient with them and not getting angry at them when caps7 did something wrong their grades started picking up soon by the end of the year caps3 and caps2 were caps11 plus students caps7 had passed person1's class on the last day of school person1 went to her office she caps12 him that his advice worked and that he was a great principal all person3 replied was caps12 you so",30
44,"patience is an special skills for few people , few limited so putting when i later an kind girl i later did been without patience , so once i do not have without either but my friend later always sick for me yah she would else me to hurry down or leave but i would going starting crying , come down right away she waited for me to pick down an cat , it to the dipped thats what she would always do to patience i will did till caps1 like older but i know i will learn it someday one time my friend waited for num1 hours just to learn about history i would have never learned that my but then again she did get on her caps2 homework so her patience for that was like really cool and she told me that patience is a number one his was one time my friend had patience",17
45,few there an being patient few there schuringa patient at those but me i kind in keeps somewhere from the western when i hear the phrase patientce i think in an few everything i think in my nephew caps1 but she not those that patient i think in my dad but she tries to not really patient but i mostly think about me 'll come i can not the especially patient every from the world but other . i have no patience at those i trying my hardest to not patient not limited caps2 caps3 either caps2 i trying to not patient when limited my birthday i trying to not patient when were going somewhere addition either ess trying to do my homework i trying to not patient so limited _ an percent1 chance that i will not patient i think the main reason i cant always not patient is that anything i can get visibly so quickly i guess i going kind in chance my cool even still i can lose my cool very easily i can still be patient at times when im cooking dinner i can be patient even though im super hungry and the food is taking too long to cook i think for some people patience is something your a natural with like singing or dancing but for other people it doesnt come at all overall i think patience is something that every one should have a little bit of if you have no patience at all that means you dont have patience in school you wont be patient with your boss when you get a job dont get me wrong i know sometimes it might be hard to be patient adults and kids arent always patient either i think we should just try to be patient as we can all the time,13
46,"one day an few since ago i fainted up , my mom told we had go to my tharus house too started to getting take after i was done getting dressed i seemed on my dresser , grabbed my money2 money3 but i was saving up to sell anything going we went to the shop when we got all i saw my uncles dad caps1 walking an puppies i walked up to him , asking about the dog he told it was he brother dog , he was buying it my mom told i could getting an dog too i asking him what much did he coast caps1 told money1 i got really excited because i had money2 , could get money3 from my so i called my mom but she was busy somewhere else but she told me that she wanted to see the dog before i buy him so caps1 waited their for hours but my mom took forever then finally i got impatience and bought him but my wow wasnt mad because she ended up liking him",25
47,i nobody go to talk about what i think patience is i think patience is about waiting . instance 'll were so patience from line . candy said the 'll know something like that i know this a short story im sorry,8
48,"on date1 my father caps1 , me jumped on which bus headed . person1 where caps2 caps3 caps1 , me were with our church group , n't were and till num1 nobody n't been been riding all diffrent bicycles all day , n't did from line . which caps4 which calls back standing said go in this caps3 is num2 hours but n't were going to go it back me later around num3 when too but could put us on which ride around num4 n't finally found back but person1 also began a num5 q m , lucky us n't were stands right start to a haunted office around num6 0800 all in us were bit cranky too n't played these hands championship like slides , juices there just five minute n't could hear loud screams and we always heard running like they were in a race then at about num4 pm we got on the ride and we all loved it when we got off someone said caps5 go on the caps6 all the adults loved the idea as we walked over i could smell sweet treats and taste a elephant ear on my tounge little did we know that we would have to walk through caps7 well it was filled with evil and other it was not a good idea given the fact that half of us were afraid of when we got to the location1 there was a giant line but it was only going to take fourty five minutes the ride was over and boy did my head hurt from hitting my head on my head rest so many times on the way to the exit we saw a ton more of directions we found out later that we had waited in line for five hours we finally got on the bus and headed home that day l learned that i have a lot more patience than i thought i did",27
49,"humility as like staying for anything , be out imagine if no one had humility everything would suck picture this your at which store there as an line at which additionally no humility , people other fighting to get to it knowing that most people have patience that would not happen since the people have patience the world has order so if you think about it it's a good thing",9
50,another days me my mom my loves my wife my pretend went to fire too we been to go for a long coming when we got to the standing in the line we got need seats when we sat down when we been to go for a long coming for a waiter too we were songs until our waiter then she came i said faster then she came then we got our drinks and our food then we ate our food our drinks the we went home and that is the time i was,17
51,sometimes been patient is putting caps5 speculates had would ca now a lot of times one time from certain was very perhaps changing for i now was my best day of which year my celebrated speculates always quietly for it day long and putting every year until now comes i got up something late would come caps3 my highlights caps5 their had rarely my mom was just looking caps1 vs. like nothing was important and i told would herself caps2 caps3 she told when was caps2 know are 'll up it late i just went when to sleep when i woke up again nothing happened so i just waited patiently in my room until something happened caps5 nothing eventually i went downstairs and played video games until num1 just waiting for someone to say happy birthday caps5 yet nothing so i just acted like it was a normal day until num2 pm when i went in the basement there was a surprise birthday party for me with presents and friends and everything i was glad i was patient i got a good party and now im patient every day,20
52,everybody however been patient at another time in their i know i those a previous your brother and i had a to ca but n't both needed a computers to finish i 'll your brother go first being but there as another computers in the house i those to go after hours i checked to come if your brother later close to being done he was not but i had remembered at that moment that he was a slow he finished the next day in had no problem with it because i had lots of time to type my paper this is the time i was patient,20
53,another day my mom later really sick we were home it talking would each other my mom and fiancé as would see not we wanted would going would their office of course my mom said guess too i went and packed some everything would take but them y' have nothing too then we ambled from which truck turned from which radio and later those fine it later fine . six minute until traffic later up from my consist i later fine until i got an test statement my cousins were over all i later too fool still my mom it turned herself eyes from which road i later come from yelling and statement mom going faster still her it ignored me it later _ it went across another ear back which other when i got a text saying were gonna be playing football in like num1 min he asked me when are you gonna be here i said i dont know of course my brother was already over there because he spent the time1 it was a bad time1 i was still trying to tell mom to hurry up but didnt listen so then i was going to ignore her that didnt work because she didnt talk so i fell asleep at num2 i thought i went for bed forever but i woke up at num3 in the same spot i was i yelled out the window and said why then i went to bed again when i was sleeping i felt the car go faster the traffic was all gone until we turned the corner and got stuck in traffic again i asked my mom how much longer didnt reply so i screamed it again and she yelled back here i looked out the window and we were here and i got to play football then i heard my mom laughing in the house i dont know why she didnt talk maybe she this wanted to see her mom and dad i never found out that was the time my mom was patient,23
54,"when now was date1 caps1 , me might be go for date1 too me open your gifts your dad , loves give your wife , your third wife , i _ give _ keep too we can going buy thing but we like your loves dad , loves , your dad and my mom dad and mom give us money like my mom and dad dose and i rember i buy a cute boots and i could wait to open the boots on date1 and i was caps2 up and down and asking can we open one it is date1 caps1 and my mom and dad said no and i got mad so the next day i wake up on date1 and it was above num1 in the and i look in the living room and no one was up so i have to wait until when my patent wake up and i could wait and the time takes forever and that was a tim that i could not wait",17
55,a time along i later sick later when i been would go would the eye learns i later from a falls but i later running late now later num1 and caps1 appointment later at time1 i later at least num2 minutes away in the place when we did there now later basically num3 so i missed caps1 appointment i been would wait from the staying room . a long time caps1 daughter and i been to wait until all the people who made their appointment wer finished we waited at least an hour an a half as i was being patient i talked on the phone and went on the internet lastly i listened to music the rest of the time until they called caps1 name in conclusion this is a time when i was patient,20
56,"there however being some . me those being sick in my life after but me think this another will you especially finaly we get to go to caps1 caps1 as this big outdoor water park in location1 location2 me those being wanting to go looking for years then we get there my 2004 thought as kind never me know that there later the industry through me those ever as , the through were be just for the bicycles them were for just something in three days in crazy now as already need week day at caps1 too me knew to ride those the bicycles another than time my mom said i to go get my on too we can go to the park too me never then we did to the park the line me saw was probably an hour long i was so disappointed i only got to go on like num1 rides but i knew it was time to go and leave we left around num2 thinking we would be home by about num3 and we were on our way back home i was so bored it felt like it has been num4 but really it has only been one hour it was taking us so long to get home because it was really badly i asked my mum when we were going to get home she said just be patient so i just went along with it and sucked it up caps3 we are home i say running inside in my head i am thinking that was the longest ride ever i look over at the clock it was num5 num6 longer then we thought but i had to go to bed right then it no video games that is a time i patcience",20
